NOISE NUISANCE,300 BLOCK EDDY ST,5/10/2012 08:13 PM
BURGLARY,300 BLOCK KEARNY ST,5/10/2012 08:12 PM
NOISE NUISANCE,800 BLOCK TURK ST,5/10/2012 07:54 PM
INTOX PERSON,00 BLOCK GOLDEN GATE AV,5/10/2012 07:51 PM
PERSON WITH GUN,100 BLOCK MCALLISTER ST,5/10/2012 07:20 PM
PERSON WITH GUN,300 BLOCK ELLIS ST,5/10/2012 07:20 PM
AGGR ASSAULT/ADW,500 BLOCK MARKET ST,5/10/2012 07:19 PM
PETTY THEFT,5TH ST & MARKET ST,5/10/2012 07:07 PM
STOLEN VEHICLE,1000 BLOCK TURK ST,5/10/2012 06:43 PM
NOISE NUISANCE,POWELL ST & MARKET ST,5/10/2012 06:41 PM
IND EXPOSURE,500 BLOCK MISSION ST,5/10/2012 06:37 PM
STOLEN VEHICLE,1000 BLOCK TURK ST,5/10/2012 06:23 PM
VANDALISM,100 BLOCK TURK ST,5/10/2012 06:12 PM
BURGLARY,600 BLOCK EDDY ST,5/10/2012 06:06 PM
PETTY THEFT,OFARRELL ST & POWELL ST,5/10/2012 05:51 PM
PETTY THEFT,VAN NESS AV & GEARY BL,5/10/2012 05:38 PM
ASSAULT/BATTERY,900 BLOCK MARKET ST,5/10/2012 05:35 PM
PURSESNATCH,PRESIDIO AV & CALIFORNIA ST,5/10/2012 05:16 PM
AUTO BOOST/STRIP,200 BLOCK 3RD ST,5/10/2012 05:03 PM
AUTO BOOST/STRIP,FRANK NORRIS ST & POLK ST,5/10/2012 04:59 PM
FRAUD,1000 BLOCK POLK ST,5/10/2012 04:57 PM
STOLEN VEHICLE,2700 BLOCK VAN NESS AV,5/10/2012 04:21 PM
PETTY THEFT,3100 BLOCK SACRAMENTO ST,5/10/2012 04:17 PM
PETTY THEFT,900 BLOCK MARKET ST,5/10/2012 04:07 PM
PETTY THEFT,200 BLOCK MASON ST,5/10/2012 04:07 PM
AUTO BOOST/STRIP,700 BLOCK HOWARD ST,5/10/2012 04:04 PM
BURGLARY,300 BLOCK 19TH AV,5/10/2012 03:57 PM
STOLEN VEHICLE,300 BLOCK SUTTER ST,5/10/2012 03:18 PM
FRAUD,100 BLOCK 2ND ST,5/10/2012 02:52 PM
PETTY THEFT,POST ST & FILLMORE ST,5/10/2012 02:32 PM
ROBBERY,MARKET ST & 5TH ST,5/10/2012 02:01 PM
VANDALISM,400 BLOCK ELLIS ST,5/10/2012 01:46 PM
PETTY THEFT,200 BLOCK KEARNY ST,5/10/2012 01:38 PM
INTOX PERSON,5TH ST & MARKET ST,5/10/2012 01:37 PM
PETTY THEFT,200 BLOCK CLAY ST,5/10/2012 01:29 PM
PETTY THEFT,400 BLOCK HYDE ST,5/10/2012 01:28 PM
STRONGARM ROB.,LAGUNA ST & GEARY BL,5/10/2012 01:24 PM
IND EXPOSURE,600 BLOCK EDDY ST,5/10/2012 01:16 PM
GRAND THEFT,300 BLOCK POWELL ST,5/10/2012 01:15 PM
ASSAULT/BATTERY,300 BLOCK GOLDEN GATE AV,5/10/2012 12:36 PM
PETTY THEFT,300 BLOCK CLAY ST,5/10/2012 12:35 PM
PETTY THEFT,500 BLOCK POST ST,5/10/2012 12:24 PM
IND EXPOSURE,1100 BLOCK POLK ST,5/10/2012 12:12 PM
BURGLARY,2800 BLOCK OCTAVIA ST,5/10/2012 12:08 PM
IND EXPOSURE,ELLIS ST & HYDE ST,5/10/2012 12:05 PM
BURGLARY,700 BLOCK MARKET ST,5/10/2012 12:03 PM
ASSAULT/BATTERY,700 BLOCK POLK ST,5/10/2012 11:49 AM
AUTO BOOST/STRIP,CLAY ST & STEINER ST,5/10/2012 11:35 AM
PETTY THEFT,POLK ST & BUSH ST,5/10/2012 11:26 AM
PETTY THEFT,100 BLOCK OFARRELL ST,5/10/2012 11:19 AM
BURGLARY,700 BLOCK FOLSOM ST,5/10/2012 11:13 AM
PETTY THEFT,1000 BLOCK TURK ST,5/10/2012 11:05 AM
PETTY THEFT,100 BLOCK NEW MONTGOMERY ST,5/10/2012 10:56 AM
VANDALISM,300 BLOCK 30TH AV,5/10/2012 10:51 AM
NOISE NUISANCE,800 BLOCK OFARRELL ST,5/10/2012 10:35 AM
PETTY THEFT,400 BLOCK HYDE ST,5/10/2012 10:33 AM
ASSAULT/BATTERY,1000 BLOCK TURK ST,5/10/2012 10:31 AM
IND EXPOSURE,1400 BLOCK VAN NESS AV,5/10/2012 10:08 AM
ROBBERY,00 BLOCK FRONT ST,5/10/2012 10:01 AM
PETTY THEFT,00 BLOCK MASON ST,5/10/2012 09:42 AM
ASSAULT/BATTERY,00 BLOCK MCALLISTER ST,5/10/2012 09:35 AM
VANDALISM,100 BLOCK JONES ST,5/10/2012 09:33 AM
STABBING/CUTTING,6TH ST & MISSION ST,5/10/2012 09:23 AM
AUTO BOOST/STRIP,1000 BLOCK TURK ST,5/10/2012 09:22 AM
BURGLARY,700 BLOCK MISSION ST,5/10/2012 08:54 AM
FRAUD,1000 BLOCK TURK ST,5/10/2012 08:54 AM
BURGLARY,1700 BLOCK PACIFIC AV,5/10/2012 08:40 AM
PETTY THEFT,400 BLOCK EDDY ST,5/10/2012 08:39 AM
STOLEN VEHICLE,900 BLOCK BUSH ST,5/10/2012 08:39 AM
ASSAULT/BATTERY,800 BLOCK MARKET ST,5/10/2012 08:12 AM
STOLEN VEHICLE,900 BLOCK VAN NESS AV,5/10/2012 07:46 AM
ASSAULT/BATTERY,3700 BLOCK CALIFORNIA ST,5/10/2012 07:13 AM
FRAUD,1000 BLOCK TURK ST,5/10/2012 07:12 AM
NOISE NUISANCE,800 BLOCK MONTGOMERY ST,5/10/2012 06:59 AM
NOISE NUISANCE,800 BLOCK MONTGOMERY ST,5/10/2012 06:27 AM
IND EXPOSURE,3300 BLOCK FILLMORE ST,5/10/2012 05:36 AM
ASSAULT/BATTERY,1300 BLOCK SUTTER ST,5/10/2012 05:13 AM
VANDALISM,2ND ST & MISSION ST,5/10/2012 04:31 AM
AUTO BOOST/STRIP,4TH ST & CLARA ST,5/10/2012 03:25 AM
FRAUD,700 BLOCK VALLEJO ST,5/10/2012 03:14 AM
ASSAULT/BATTERY,900 BLOCK HYDE ST,5/10/2012 03:06 AM
NOISE NUISANCE,PARKER AV & EUCLID AV,5/10/2012 03:03 AM
NOISE NUISANCE,00 BLOCK MCALLISTER ST,5/10/2012 02:53 AM
NOISE NUISANCE,400 BLOCK 4TH AV,5/10/2012 02:52 AM
NOISE NUISANCE,00 BLOCK 6TH ST,5/10/2012 02:38 AM
PERSON WITH GUN,BUCHANAN ST & SUTTER ST,5/10/2012 02:37 AM
NOISE NUISANCE,ELLIS ST & JONES ST,5/10/2012 02:21 AM
NOISE NUISANCE,800 BLOCK HYDE ST,5/10/2012 02:05 AM
NOISE NUISANCE,SUTTER ST & HYDE ST,5/10/2012 02:04 AM
NOISE NUISANCE,1000 BLOCK SUTTER ST,5/10/2012 02:04 AM
ASSAULT/BATTERY,400 BLOCK POWELL ST,5/10/2012 01:31 AM
NOISE NUISANCE,00 BLOCK PARKER AV,5/10/2012 12:53 AM
NOISE NUISANCE,300 BLOCK 5TH AV,5/10/2012 12:38 AM
STOLEN VEHICLE,MONTGOMERY ST & BUSH ST,5/10/2012 12:32 AM
SEXUAL ASSAULT,FRANKLIN ST & EDDY ST,5/10/2012 12:27 AM
NOISE NUISANCE,800 BLOCK PINE ST,5/10/2012 12:23 AM
AUTO BOOST/STRIP,00 BLOCK LAPU LAPU ST,5/10/2012 12:17 AM
ASSAULT/BATTERY,00 BLOCK TURK ST,5/10/2012 12:08 AM
AUTO BOOST/STRIP,100 BLOCK 2ND ST,5/10/2012 12:03 AM
